datetime,source,face,face_bbox_x1,face_bbox_y1,face_bbox_x2,face_bbox_y2,head_yaw,head_pitch,head_roll,left_eye_state,right_eye_state,left_eye_state_confidence,right_eye_state_confidence,gaze_yaw,gaze_pitch,facial_expression,race,gender,age,face_center_x,face_center_y,face_area,person
2024-12-12 17:52:29.458736686,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,1012,122,1126,291,31.45,-14.75,-4.03,open,open,1.0,1.0,48.73,10.03,neutral,middle_eastern,male,25,1069.0,206.5,19266,2
2024-12-12 17:52:29.606035889,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,288,170,355,262,22.01,12.73,3.03,open,open,1.0,1.0,0.69,-9.46,neutral,middle_eastern,male,35,321.5,216.0,6164,1
2024-12-12 17:52:29.606035889,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,304,493,422,644,-3.09,25.4,-3.43,open,open,1.0,1.0,-10.94,13.02,neutral,middle_eastern,male,25,363.0,568.5,17818,3
2024-12-12 17:52:29.606035889,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,569,992,625,-26.78,26.63,-0.86,open,closed,1.0,0.66,-29.34,6.3,admired,white,male,45,964.5,597.0,3080,0
2024-12-12 17:52:29.606035889,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,1018,125,1129,290,34.16,-13.27,-5.48,open,open,1.0,1.0,32.83,3.87,neutral,middle_eastern,male,25,1073.5,207.5,18315,2
2024-12-12 17:52:29.754176801,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,288,170,354,262,24.34,12.65,3.26,open,open,1.0,1.0,0.12,-4.8,neutral,middle_eastern,male,35,321.0,216.0,6072,1
2024-12-12 17:52:29.754176801,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,305,494,422,643,-7.24,29.64,-3.52,open,open,1.0,1.0,-13.37,12.28,neutral,middle_eastern,male,25,363.5,568.5,17433,3
2024-12-12 17:52:29.754176801,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,569,992,625,-26.56,28.58,-1.24,open,open,1.0,1.0,-26.36,6.93,admired,white,male,55,964.5,597.0,3080,0
2024-12-12 17:52:29.754176801,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,1006,126,1119,290,9.05,3.32,0.0,closed,closed,0.99,1.0,5.28,-6.11,tired,white,male,25,1062.5,208.0,18532,2
2024-12-12 17:52:29.914101649,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,950,128,1079,317,4.43,-24.4,1.74,open,open,1.0,1.0,11.16,-10.9,tired,white,male,25,1014.5,222.5,24381,2
2024-12-12 17:52:29.914101649,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,288,171,354,263,26.95,8.07,4.62,open,open,1.0,1.0,-0.7,-8.25,neutral,middle_eastern,male,35,321.0,217.0,6072,1
2024-12-12 17:52:29.914101649,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,312,496,425,640,-6.32,24.0,0.12,open,open,1.0,1.0,-14.27,12.98,neutral,white,male,25,368.5,568.0,16272,3
2024-12-12 17:52:29.914101649,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,569,992,625,-26.48,28.27,-1.2,open,open,1.0,1.0,-21.02,7.86,admired,white,male,55,964.5,597.0,3080,0
2024-12-12 17:52:29.914101649,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,1011,126,1122,288,9.05,3.32,0.0,closed,closed,0.99,1.0,5.28,-6.11,tired,white,male,25,1066.5,207.0,17982,2
2024-12-12 17:52:30.068976240,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,943,130,1073,317,7.84,-22.88,2.18,open,open,1.0,1.0,17.08,-11.1,tired,middle_eastern,male,35,1008.0,223.5,24310,2
2024-12-12 17:52:30.068976240,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,288,171,354,263,28.74,7.78,4.35,open,open,1.0,1.0,1.93,-9.94,neutral,middle_eastern,male,35,321.0,217.0,6072,1
2024-12-12 17:52:30.068976240,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,319,497,432,641,-7.18,24.58,0.66,open,open,1.0,1.0,-14.5,13.64,neutral,white,male,25,375.5,569.0,16272,3
2024-12-12 17:52:30.068976240,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,569,992,625,-25.79,25.81,3.36,open,open,1.0,0.99,-30.47,6.59,admired,white,male,55,964.5,597.0,3080,0
2024-12-12 17:52:30.226375959,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,929,125,1060,315,9.07,-24.6,-0.13,open,open,1.0,1.0,21.55,-11.8,tired,middle_eastern,male,35,994.5,220.0,24890,2
2024-12-12 17:52:30.226375959,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,287,171,353,263,28.02,5.6,4.13,open,open,1.0,1.0,2.77,-8.28,neutral,middle_eastern,male,35,320.0,217.0,6072,1
2024-12-12 17:52:30.226375959,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,325,502,436,643,-9.92,23.71,1.0,open,open,1.0,1.0,-14.67,11.44,neutral,white,male,25,380.5,572.5,15651,3
2024-12-12 17:52:30.226375959,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,568,992,625,-24.67,26.31,3.55,open,open,1.0,1.0,-31.22,8.08,admired,white,male,55,964.5,596.5,3135,0
2024-12-12 17:52:30.390509356,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,924,124,1054,311,10.13,-24.09,-1.5,open,open,1.0,1.0,19.45,-9.84,tired,middle_eastern,male,35,989.0,217.5,24310,2
2024-12-12 17:52:30.390509356,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,287,171,353,262,26.77,8.68,3.26,open,open,1.0,1.0,3.62,-7.35,neutral,middle_eastern,male,35,320.0,216.5,6006,1
2024-12-12 17:52:30.390509356,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,323,503,434,644,-13.17,26.77,0.02,open,open,1.0,1.0,-19.76,14.32,neutral,white,male,25,378.5,573.5,15651,3
2024-12-12 17:52:30.390509356,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,568,992,625,-30.62,27.96,-0.45,open,open,1.0,1.0,-32.23,4.72,admired,white,male,55,964.5,596.5,3135,0
2024-12-12 17:52:30.536125139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,926,122,1053,304,13.15,-15.87,0.5,open,open,1.0,1.0,24.32,-7.17,tired,middle_eastern,male,35,989.5,213.0,23114,2
2024-12-12 17:52:30.536125139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,287,171,352,262,27.81,10.0,3.45,open,open,1.0,1.0,1.71,-8.53,admired,middle_eastern,male,35,319.5,216.5,5915,1
2024-12-12 17:52:30.536125139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,318,501,429,641,-9.96,26.27,-0.18,open,open,1.0,1.0,-16.54,12.92,neutral,white,male,25,373.5,571.0,15540,3
2024-12-12 17:52:30.536125139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,568,992,625,-30.8,26.17,1.33,open,open,1.0,1.0,-35.48,4.98,admired,white,male,45,964.5,596.5,3135,0
2024-12-12 17:52:30.711200763,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,932,120,1058,300,12.01,-18.09,1.98,open,open,1.0,1.0,21.04,-5.75,tired,middle_eastern,male,35,995.0,210.0,22680,2
2024-12-12 17:52:30.711200763,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,286,171,351,262,28.66,9.62,0.6,open,open,1.0,1.0,6.61,-9.3,neutral,middle_eastern,male,35,318.5,216.5,5915,1
2024-12-12 17:52:30.711200763,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,314,494,428,639,-4.19,23.84,-1.08,open,open,1.0,1.0,7.62,15.95,neutral,white,male,25,371.0,566.5,16530,3
2024-12-12 17:52:30.711200763,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,937,569,992,625,-28.02,27.92,-1.16,open,open,1.0,1.0,-26.87,7.35,admired,white,male,45,964.5,597.0,3080,0
2024-12-12 17:52:30.882909547,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,935,121,1060,298,11.46,-10.22,0.5,open,open,0.96,1.0,14.42,0.88,neutral,middle_eastern,male,35,997.5,209.5,22125,2
2024-12-12 17:52:30.882909547,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,284,177,343,260,15.99,-1.11,1.35,open,open,1.0,1.0,-2.71,-15.02,neutral,middle_eastern,male,35,313.5,218.5,4897,1
2024-12-12 17:52:30.882909547,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,312,493,429,641,0.29,27.26,0.27,open,open,1.0,1.0,10.13,15.75,neutral,white,male,25,370.5,567.0,17316,3
2024-12-12 17:52:30.882909547,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,569,991,625,-30.1,25.2,0.93,open,open,1.0,1.0,-35.42,7.92,admired,white,male,45,964.5,597.0,2968,0
2024-12-12 17:52:31.038625847,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,954,119,1081,298,24.58,-5.89,-0.88,closed,open,0.98,0.96,17.25,-4.11,neutral,middle_eastern,male,25,1017.5,208.5,22733,2
2024-12-12 17:52:31.038625847,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,281,185,343,271,2.64,31.95,-2.49,closed,open,1.0,1.0,-2.44,-2.58,neutral,middle_eastern,male,35,312.0,228.0,5332,1
2024-12-12 17:52:31.038625847,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,313,492,432,643,0.62,27.68,0.35,open,open,1.0,1.0,8.53,16.7,neutral,white,male,25,372.5,567.5,17969,3
2024-12-12 17:52:31.038625847,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,569,991,624,-30.41,24.72,1.19,open,open,1.0,1.0,-36.46,6.77,admired,white,male,55,964.5,596.5,2915,0
2024-12-12 17:52:31.196867276,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,978,116,1106,296,17.07,-0.73,-10.85,open,open,1.0,0.99,10.8,-22.23,neutral,middle_eastern,male,25,1042.0,206.0,23040,2
2024-12-12 17:52:31.196867276,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,279,171,346,264,1.27,25.61,-5.44,open,open,1.0,1.0,-8.31,-3.21,neutral,middle_eastern,male,35,312.5,217.5,6231,1
2024-12-12 17:52:31.196867276,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,316,492,435,642,2.42,24.26,0.6,open,open,1.0,1.0,10.12,16.12,neutral,white,male,25,375.5,567.0,17850,3
2024-12-12 17:52:31.196867276,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,569,991,624,-30.22,26.67,0.7,open,open,1.0,1.0,-38.84,8.32,admired,white,male,45,964.5,596.5,2915,0
2024-12-12 17:52:31.353425286,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,998,116,1122,292,19.34,-3.74,-6.56,open,open,1.0,1.0,19.88,-19.07,neutral,middle_eastern,male,25,1060.0,204.0,21824,2
2024-12-12 17:52:31.353425286,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,272,171,342,269,0.3,19.49,-5.22,open,open,1.0,1.0,2.75,-4.14,frowning,white,male,35,307.0,220.0,6860,1
2024-12-12 17:52:31.353425286,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,319,492,437,642,1.56,23.5,0.84,open,open,1.0,1.0,9.04,15.93,neutral,white,male,25,378.0,567.0,17700,3
2024-12-12 17:52:31.353425286,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,569,991,624,-31.89,27.86,0.28,open,open,1.0,1.0,-38.93,9.88,admired,white,male,45,964.5,596.5,2915,0
2024-12-12 17:52:31.502407908,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,1011,119,1135,297,19.26,6.85,-13.36,open,open,1.0,1.0,5.51,9.89,admired,middle_eastern,male,25,1073.0,208.0,22072,2
2024-12-12 17:52:31.502407908,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,267,163,339,264,1.3,15.12,-3.57,open,open,0.99,1.0,5.08,0.42,neutral,white,male,35,303.0,213.5,7272,1
2024-12-12 17:52:31.502407908,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,320,493,437,643,3.03,23.78,0.24,open,open,1.0,1.0,9.92,15.33,neutral,white,male,25,378.5,568.0,17550,3
2024-12-12 17:52:31.502407908,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,569,991,625,-36.69,27.71,-2.05,open,open,1.0,1.0,-38.52,9.72,admired,white,male,45,964.5,597.0,2968,0
2024-12-12 17:52:31.662332756,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,1020,121,1141,297,23.15,7.32,-8.4,open,open,1.0,1.0,37.18,10.21,neutral,middle_eastern,male,25,1080.5,209.0,21296,2
2024-12-12 17:52:31.662332756,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,265,162,336,263,-1.06,4.82,-3.92,open,open,1.0,1.0,-3.95,-14.42,neutral,middle_eastern,male,35,300.5,212.5,7171,1
2024-12-12 17:52:31.662332756,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,316,494,432,643,-0.68,25.27,0.05,open,open,1.0,1.0,-8.84,15.91,neutral,white,male,25,374.0,568.5,17284,3
2024-12-12 17:52:31.662332756,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,991,624,-33.94,28.46,-2.42,open,open,1.0,0.99,-40.74,9.17,admired,white,male,55,964.5,597.0,2862,0
2024-12-12 17:52:31.810473669,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,1023,123,1143,298,18.34,9.7,-7.14,open,open,1.0,1.0,24.4,12.73,neutral,middle_eastern,male,25,1083.0,210.5,21000,2
2024-12-12 17:52:31.810473669,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,266,158,337,260,-0.56,14.65,-4.17,open,open,1.0,1.0,-10.59,-10.44,neutral,middle_eastern,male,35,301.5,209.0,7242,1
2024-12-12 17:52:31.810473669,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,312,494,429,642,-3.67,20.01,-1.64,open,open,1.0,1.0,-12.6,12.56,neutral,white,male,25,370.5,568.0,17316,3
2024-12-12 17:52:31.810473669,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,991,625,-33.64,26.23,-0.29,open,open,1.0,1.0,-35.44,10.7,admired,white,male,55,964.5,597.5,2915,0
2024-12-12 17:52:31.963664839,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,1019,124,1136,296,14.61,3.76,-16.94,open,open,1.0,1.0,17.42,-15.37,neutral,middle_eastern,male,25,1077.5,210.0,20124,2
2024-12-12 17:52:31.963664839,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,266,153,338,255,-1.14,13.3,-3.9,open,open,1.0,1.0,-10.62,-8.62,neutral,white,male,35,302.0,204.0,7344,1
2024-12-12 17:52:31.963664839,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,309,493,427,642,-2.81,20.45,-2.24,open,open,1.0,1.0,-12.76,13.61,neutral,white,male,25,368.0,567.5,17582,3
2024-12-12 17:52:31.963664839,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,991,624,-32.34,29.23,-0.01,open,open,1.0,1.0,-36.65,9.55,admired,white,male,45,964.5,597.0,2862,0
2024-12-12 17:52:32.119381139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,998,123,1117,294,5.0,8.5,0.18,closed,closed,1.0,0.92,6.57,-4.06,tired,white,male,25,1057.5,208.5,20349,2
2024-12-12 17:52:32.119381139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,267,146,340,250,0.57,10.48,-3.64,open,open,1.0,1.0,-12.74,-8.48,neutral,white,male,35,303.5,198.0,7592,1
2024-12-12 17:52:32.119381139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,309,492,427,641,-0.9,19.7,-1.36,open,open,1.0,1.0,5.31,14.69,neutral,white,male,25,368.0,566.5,17582,3
2024-12-12 17:52:32.119381139,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,991,624,-34.08,28.6,-0.54,open,open,1.0,1.0,-43.75,7.76,admired,white,male,45,964.5,597.0,2862,0
2024-12-12 17:52:32.276780859,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,1,999,123,1118,293,5.0,8.5,0.18,closed,closed,1.0,0.92,6.57,-4.06,tired,white,male,25,1058.5,208.0,20230,2
2024-12-12 17:52:32.276780859,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,271,149,340,249,-1.19,16.53,-4.32,open,open,1.0,1.0,-11.48,-6.01,neutral,white,male,35,305.5,199.0,6900,1
2024-12-12 17:52:32.276780859,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,310,491,428,641,-1.16,18.49,-0.98,open,open,1.0,1.0,5.28,14.57,neutral,white,male,25,369.0,566.0,17700,3
2024-12-12 17:52:32.276780859,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,991,624,-35.75,31.33,-2.84,open,open,1.0,0.97,-37.83,12.74,admired,white,male,45,964.5,597.0,2862,0
2024-12-12 17:52:32.276780859,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,949,124,1083,318,5.56,-22.15,0.75,open,closed,1.0,0.95,9.41,-11.46,tired,middle_eastern,male,35,1016.0,221.0,25996,2
2024-12-12 17:52:32.431655449,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,272,152,340,250,-0.91,15.72,-4.21,open,open,1.0,1.0,-12.18,-6.22,neutral,middle_eastern,male,35,306.0,201.0,6664,1
2024-12-12 17:52:32.431655449,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,311,490,430,641,-1.05,19.33,-1.14,open,open,1.0,1.0,5.39,15.46,neutral,white,male,25,370.5,565.5,17969,3
2024-12-12 17:52:32.431655449,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,991,624,-35.12,29.0,-0.53,open,open,1.0,1.0,-35.03,12.23,admired,white,male,45,964.5,597.0,2862,0
2024-12-12 17:52:32.431655449,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,945,125,1074,312,9.86,-23.32,0.66,open,open,1.0,1.0,15.14,-9.38,tired,middle_eastern,male,35,1009.5,218.5,24123,2
2024-12-12 17:52:32.636190913,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,274,153,343,252,-0.83,18.5,-3.86,open,open,1.0,1.0,-8.16,-3.65,neutral,white,male,35,308.5,202.5,6831,1
2024-12-12 17:52:32.636190913,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,310,490,428,640,0.11,26.08,-1.25,open,open,1.0,1.0,5.41,17.68,neutral,white,male,25,369.0,565.0,17700,3
2024-12-12 17:52:32.636190913,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,990,624,-33.91,30.38,-2.38,open,closed,1.0,0.53,-34.85,10.18,admired,white,male,45,964.0,597.0,2808,0
2024-12-12 17:52:32.636190913,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,942,124,1072,311,7.63,-21.55,1.07,open,open,1.0,1.0,12.79,-8.87,tired,middle_eastern,male,25,1007.0,217.5,24310,2
2024-12-12 17:52:32.810424827,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,276,153,344,251,-0.68,17.98,-3.67,open,open,1.0,1.0,-2.27,-0.41,neutral,white,male,35,310.0,202.0,6664,1
2024-12-12 17:52:32.810424827,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,310,491,428,641,1.32,27.88,-1.29,open,open,1.0,1.0,6.36,18.25,neutral,white,male,25,369.0,566.0,17700,3
2024-12-12 17:52:32.810424827,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,990,623,-34.42,31.24,-5.94,open,open,1.0,0.64,-34.31,6.53,admired,white,male,45,964.0,596.5,2756,0
2024-12-12 17:52:32.810424827,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,943,124,1071,309,8.26,-17.18,1.59,open,open,1.0,1.0,11.2,-8.16,tired,middle_eastern,male,35,1007.0,216.5,23680,2
2024-12-12 17:52:32.966982836,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,274,157,343,257,1.01,18.5,-3.84,open,open,1.0,1.0,6.61,-0.53,frowning,white,male,35,308.5,207.0,6900,1
2024-12-12 17:52:32.966982836,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,4,312,492,429,641,0.04,30.9,-1.15,open,open,1.0,1.0,8.1,18.15,neutral,white,male,25,370.5,566.5,17433,3
2024-12-12 17:52:32.966982836,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,5,938,570,990,623,-34.99,29.02,-2.71,open,open,1.0,0.91,-30.02,9.61,admired,white,male,45,964.0,596.5,2756,0
2024-12-12 17:52:32.966982836,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,7,946,123,1075,308,6.7,-10.26,1.87,open,closed,1.0,0.81,14.39,-5.73,tired,middle_eastern,male,25,1010.5,215.5,23865,2
2024-12-12 17:52:33.125224265,data/test_online_meetings/zoom/Zoom_2025-01-09/2025-01-09 17.49.54 [NEXI] Weekly Briefing/video1713189655.mp4,3,271,162,341,265,0.26,12.64,-3.62,open,open,1.0,1.0,-5.3,-4.8,neutral,white,male,35,306.0,213.5,7210,1
